Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
NURSA_Human_Endogenous_Complexome,BL5398 (FAM175B),46/492,0.00022642558686163209,0.0033689430573046,0,0,1.8371077314260265,15.419018248801557,TOP2A;COPA;RNH1;LDB1;ARAF;HNRNPU;SMC4;ELAVL1;PCMT1;NPEPPS;TCOF1;PUF60;YWHAQ;PSMD2;LMNA;POLD2;EFHD2;ANXA7;CCT7;SNX6;RBM39;RFC3;XRCC6;NPM1;NCBP1;ACTL6A;PLA2G4A;AP2B1;SND1;RAB11A;GATAD2A;ARFGAP2;NUP93;EHD1;DNAJA1;DDX19A;HNRNPK;ACTC1;MTHFD1;PRC1;PACS1;UBE2S;MAGED2;UBA1;KIF20A;MAD1L1
NURSA_Human_Endogenous_Complexome,BL3509 (KDM4A),41/423,0.0002311203355499413,0.0033689430573046,0,0,1.9091733577192471,15.98469149337686,TOP2A;SMARCD2;PSMD11;ARAF;HNRNPU;SMC4;ELAVL1;TCOF1;PUF60;LMNA;CCT7;BRD4;RBM39;RFC3;CIZ1;XRCC6;KDM4B;PARP4;KDM2A;NCBP1;ACTL6A;ZFR;AIP;PLA2G4A;FAM91A1;DYNLL2;SND1;GATAD2A;NUP93;DNAJA1;TOX4;DDX19A;HNRNPK;ACTC1;PRC1;UBE2S;MAGED2;TAF6;MAD1L1;EIF3B;RBM22
NURSA_Human_Endogenous_Complexome,BL1936 (SMG5),27/238,0.0002318858399823536,0.0033689430573046,0,0,2.266722317966394,18.970800613771846,TOP2A;SF3B2;HNRNPU;PEBP1;C3;PCMT1;NPEPPS;TCOF1;U2AF2;PSMD2;LMNA;CCT7;NQO1;RBM39;XRCC6;NPM1;RFC3;ACTL6A;ANXA5;PRPF4;HNRNPK;GNL3L;ACTC1;MTHFD1;PACS1;MAGED2;UBA1
NURSA_Human_Endogenous_Complexome,BL1737 (CARM1),27/238,0.0002318858399823536,0.0033689430573046,0,0,2.266722317966394,18.970800613771846,TOP2A;SMARCD2;HP1BP3;HNRNPU;NOL6;SART1;TCOF1;PUF60;U2AF2;LMNA;AP1S1;CCT7;EIF2B4;RBM39;XRCC6;NPM1;RFC3;PNO1;ACTL6A;DDX52;GTPBP2;PRPF4;HNRNPK;GNL3L;ACTC1;MAGED2;TAF6
NURSA_Human_Endogenous_Complexome,BL8231 (TOP3A),24/201,0.0002354446708115464,0.0033930615059696,0,0,2.399449432627519,20.045083618520238,TOP2A;RBM39;SF3B2;NPM1;RFC3;ACTL6A;DNTTIP1;AKAP8;HNRNPU;DDX52;NADSYN1;MED16;MED23;HNRNPK;MED24;ACTC1;PUF60;POLR2C;LMNA;LUC7L;MAGED2;TAF6;HNRNPC;MAD1L1
NURSA_Human_Endogenous_Complexome,BL2546 (CTCF),29/264,0.00024140906852604488,0.0034206483473183,0,0,2.18732286325649,18.218250807846395,TOP2A;AKAP8L;HNRNPU;ELAVL1;GIGYF2;PCMT1;ADAMTS15;YWHAQ;LMNA;POLD2;EFHD2;CCT7;RBM39;NPM1;RFC3;PNO1;ACTL6A;MBD2;DNTTIP1;GATAD2A;EHD1;DNAJA1;DDX19A;HNRNPK;ACTC1;PIK3CA;PRC1;MAGED2;MAD1L1
NURSA_Human_Endogenous_Complexome,BL2687 (ZBTB7A),32/303,0.0002433286984459657,0.0034206483473183,0,0,2.0949017101969307,17.43188109050112,TOP2A;SF3B2;COPA;AKAP8;HNRNPU;DLST;MED16;ELAVL1;TCOF1;CAPZB;PUF60;PSMD2;LMNA;LONP1;NUP88;ABCF3;BRD4;EIF2B4;NPM1;ACTL6A;RECQL;ZFC3H1;GATAD2A;DNAJA1;DDX19A;HNRNPK;EHD4;ACTC1;FUBP1;MAGED2;HNRNPC;MAD1L1
NURSA_Human_Endogenous_Complexome,BL2785 (PSMC5),15/98,0.0002445253922621464,0.0034206483473183,0,0,3.187017733856776,26.503849471887698,PSMD11;PSMD13;ACTL6A;HNRNPU;DLST;HNRNPAB;GIGYF2;HNRNPK;TCOF1;PSMD2;LMNA;EP400;OGDH;DLAT;MAD1L1
NURSA_Human_Endogenous_Complexome,BL2846 (MED27),18/131,0.0002490590061470744,0.0034206483473183,0,0,2.812514022186215,23.33773712041668,TOP2A;RBM39;XRCC6;RFC3;NPM1;HNRNPU;MED23;PCMT1;HNRNPK;MED24;TCOF1;PUF60;U2AF2;LMNA;UBA1;CCT7;MAD1L1;BRD4
NURSA_Human_Endogenous_Complexome,BL1214 (AURKC),18/131,0.0002490590061470744,0.0034206483473183,0,0,2.812514022186215,23.33773712041668,TOP2A;RBM39;SEC13;RFC3;PNO1;ZFC3H1;HNRNPU;DDX52;GATAD2A;SEC23IP;HNRNPK;ACTC1;TCOF1;UBE2S;LMNA;PIP5K1C;CCT7;MAD1L1
NURSA_Human_Endogenous_Complexome,BL3434 (CRTC1),37/370,0.00024970134031828534,0.0034206483473183,0,0,1.9740811557255151,16.3754868227654,TOP2A;SF3B2;AKAP8L;HNRNPU;USP39;TBK1;TCOF1;PUF60;MB;SIN3A;U2AF2;LMNA;EP400;CCT7;RBM39;XRCC6;NPM1;RFC3;PNO1;ACTL6A;AIP;DDX52;PDIA4;ARFGAP2;NUP93;DDX19A;HNRNPK;GNL3L;ACTC1;MYL1;RAB15;FUBP1;DNAJB11;MAGED2;UBA1;TAF6;MAD1L1
